,aa_000,ag_001,ag_002,ag_003,ag_004,ag_005,ah_000,ai_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,ay_001,ay_002,ay_003,ay_004,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_005,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bt_000,bu_000,bv_000,bx_000,by_000,cc_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_007,cn_008,cn_009,cq_000,cs_001,cs_002,cs_003,cs_004,cs_005,cx_000,dd_000,df_000,dn_000,dq_000,eb_000,ec_00,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007
25764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007092198581560294,0.007092198581560294,0.0,0.005464480874316946,0.0,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555536,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.006134969325153367,0.0,0.005555555555555536,0.005555555555555536,0.0,0.0,0.0,0.0,0.007194244604316544,0.005917159763313612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59280,0.2011173184357542,0.0,0.0,0.0,0.006622516556291397,0.047058823529411764,0.2142857142857143,0.0,0.0,0.0,0.22404371584699456,0.23497267759562843,0.08928571428571427,0.09883720930232559,0.0,0.0,0.0,0.0,0.0,0.13855421686746988,0.043478260869565216,0.0,0.014184397163120574,0.0069444444444444475,0.007299270072992692,0.3076923076923077,0.19540229885057472,0.16571428571428573,0.17543859649122806,0.1896551724137931,0.18857142857142858,0.21839080459770116,0.4319526627218935,0.0,0.0,0.18888888888888888,0.0,0.006578947368421045,0.040816326530612235,0.0069444444444444475,0.2142857142857143,0.12571428571428572,0.14201183431952663,0.04294478527607362,0.2011173184357542,0.18888888888888888,0.18888888888888888,0.20224719101123595,0.17877094972067042,0.20224719101123595,0.2,0.0,0.10650887573964496,0.0,0.22580645161290322,0.0,0.0,0.0,0.006329113924050639,0.09659090909090912,0.0748299319727891,0.02857142857142858,0.007633587786259541,0.18888888888888888,0.09259259259259259,0.0,0.16666666666666666,0.04545454545454544,0.2640449438202247,0.01898734177215189,0.1242603550295858,0.0,0.1111111111111111,0.0,0.01898734177215189,0.12849162011173187,0.10843373493975902,0.11445783132530121,0.23863636363636367,0.3125,0.5170454545454546,0.24418604651162792,0.07784431137724551,0.006578947368421045
3220,0.2011173184357542,0.0,0.0,0.23943661971830987,0.6357615894039735,0.10588235294117646,0.14285714285714288,0.0,0.22695035460992907,0.23404255319148937,0.1639344262295082,0.17486338797814208,0.1488095238095238,0.13372093023255816,0.3214285714285714,0.0,0.0,0.0,0.0,0.18674698795180722,0.2546583850931677,0.0,0.07092198581560284,0.1736111111111111,0.058394160583941604,0.13609467455621302,0.19540229885057472,0.12000000000000002,0.17543859649122806,0.1724137931034483,0.18857142857142858,0.16666666666666669,0.10059171597633135,0.1095890410958904,0.46099290780141844,0.17222222222222222,0.03401360544217685,0.07894736842105263,0.0748299319727891,0.0625,0.14285714285714288,0.13142857142857145,0.11242603550295857,0.17177914110429449,0.2011173184357542,0.17222222222222222,0.17222222222222222,0.1797752808988764,0.19553072625698326,0.18539325842696627,0.16111111111111112,0.0,0.20118343195266272,0.04964539007092199,0.36774193548387096,0.0,0.0,0.136986301369863,0.1962025316455696,0.15909090909090912,0.21768707482993194,0.05,0.0,0.17222222222222222,0.08641975308641975,0.11842105263157893,0.13095238095238096,0.04545454545454544,0.1685393258426966,0.43670886075949367,0.4378698224852071,0.0,0.1286549707602339,0.029850746268656716,0.01265822784810125,0.16201117318435757,0.1927710843373494,0.060240963855421686,0.07954545454545456,0.07954545454545456,0.0681818181818182,0.07558139534883723,0.10778443113772454,0.5394736842105263
23852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007092198581560294,0.0069444444444444475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006134969325153367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818232,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.011834319526627224,0.0,0.0,0.0,0.0,0.02234636871508383,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.0,0.0,0.0
7608,0.005586592178770944,0.0,0.0,0.0,0.006622516556291397,0.0,0.0054945054945055305,0.0,0.014184397163120574,0.007092198581560294,0.0,0.005464480874316946,0.029761904761904767,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0124223602484472,0.0,0.021276595744680854,0.048611111111111105,0.007299270072992692,0.005917159763313612,0.005747126436781602,0.0,0.005847953216374269,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.011111111111111127,0.006802721088435354,0.006578947368421045,0.006802721088435354,0.0,0.0054945054945055305,0.0,0.05325443786982248,0.012269938650306733,0.005586592178770944,0.011111111111111127,0.011111111111111127,0.06741573033707865,0.005586592178770944,0.005617977528089846,0.0,0.0,0.011834319526627224,0.0,0.051612903225806445,0.0,0.0,0.0,0.006329113924050639,0.011363636363636409,0.0,0.0,0.0,0.011111111111111127,0.018518518518518517,0.0,0.0,0.0,0.005617977528089846,0.006329113924050639,0.023668639053254448,0.0,0.005847953216374269,0.0,0.0,0.03910614525139666,0.01204819277108432,0.00602409638554216,0.0,0.0,0.005681818181818232,0.0,0.0059880239520958,0.006578947368421045
24986,0.13966480446927376,0.0,0.0,0.0,0.046357615894039736,0.1941176470588235,0.15384615384615388,0.0,0.0,0.0,0.15300546448087432,0.15300546448087432,0.08333333333333334,0.13953488372093026,0.0,0.0,0.0,0.0,0.0,0.03012048192771083,0.10559006211180123,0.0,0.021276595744680854,0.020833333333333343,0.007299270072992692,0.07100591715976332,0.12068965517241381,0.12571428571428572,0.08187134502923976,0.09770114942528735,0.09142857142857144,0.08620689655172414,0.1242603550295858,0.00684931506849315,0.0,0.1388888888888889,0.0476190476190476,0.6842105263157895,0.03401360544217685,0.034722222222222224,0.15384615384615388,0.13142857142857145,0.08875739644970415,0.07361963190184048,0.13966480446927376,0.1388888888888889,0.1388888888888889,0.14606741573033705,0.23463687150837992,0.15168539325842695,0.14444444444444446,0.021582733812949645,0.11242603550295857,0.0,0.0,0.0,0.0,0.0,0.10759493670886075,0.15909090909090912,0.020408163265306117,0.01428571428571429,0.0,0.1388888888888889,0.10493827160493827,0.05263157894736842,0.13690476190476192,0.025974025974025955,0.15168539325842695,0.2974683544303797,0.11834319526627218,0.0,0.11695906432748537,0.0,0.4177215189873418,0.1675977653631285,0.11445783132530121,0.12650602409638556,0.15340909090909094,0.13636363636363638,0.1306818181818182,0.14534883720930236,0.17964071856287425,0.10526315789473684
3271,0.011173184357541943,0.0,0.0,0.0,0.006622516556291397,0.0,0.01648351648351648,0.0,0.0,0.0,0.016393442622950838,0.016393442622950838,0.011904761904761918,0.011627906976744207,0.0,0.0,0.0,0.0,0.0,0.02409638554216867,0.0,0.0,0.028368794326241148,0.048611111111111105,0.021897810218978096,0.011834319526627224,0.022988505747126436,0.005714285714285727,0.011695906432748537,0.011494252873563204,0.005714285714285727,0.005747126436781602,0.005917159763313612,0.00684931506849315,0.0,0.016666666666666663,0.006802721088435354,0.0,0.15646258503401358,0.0,0.01648351648351648,0.011428571428571455,0.017751479289940836,0.012269938650306733,0.011173184357541943,0.016666666666666663,0.016666666666666663,0.01685393258426965,0.011173184357541943,0.01685393258426965,0.011111111111111127,0.0,0.017751479289940836,0.0,0.019354838709677413,0.0,0.0,0.0,0.006329113924050639,0.017045454545454586,0.0,0.0,0.0,0.016666666666666663,0.018518518518518517,0.006578947368421045,0.011904761904761918,0.006493506493506496,0.01685393258426965,0.01898734177215189,0.023668639053254448,0.0,0.017543859649122806,0.0,0.025316455696202528,0.03351955307262572,0.01807228915662651,0.01204819277108432,0.011363636363636409,0.011363636363636409,0.017045454545454586,0.03488372093023259,0.0059880239520958,0.0
44059,0.18435754189944137,0.0,0.0,0.0,0.03973509933774835,0.2647058823529412,0.20329670329670332,0.0,0.007092198581560294,0.007092198581560294,0.21311475409836067,0.20218579234972678,0.13095238095238096,0.19767441860465118,0.0,0.0,0.0,0.0,0.0,0.08433734939759036,0.11801242236024843,0.0,0.028368794326241148,0.027777777777777776,0.014598540145985398,0.15384615384615385,0.20689655172413793,0.21714285714285717,0.18128654970760233,0.1896551724137931,0.18285714285714288,0.1724137931034483,0.2603550295857988,0.0,0.0,0.18888888888888888,0.020408163265306117,0.01315789473684209,0.06122448979591835,0.020833333333333343,0.20329670329670332,0.18285714285714288,0.1242603550295858,0.12269938650306748,0.18435754189944137,0.18888888888888888,0.18888888888888888,0.20224719101123595,0.1899441340782123,0.20786516853932582,0.18888888888888888,0.0,0.17751479289940827,0.0,0.0,0.0,0.0,0.02054794520547945,0.20253164556962025,0.23295454545454547,0.054421768707482984,0.007142857142857145,0.0,0.18888888888888888,0.18518518518518517,0.09868421052631578,0.19642857142857142,0.06493506493506493,0.23033707865168537,0.03797468354430378,0.15976331360946744,0.0,0.16374269005847952,0.0,0.01265822784810125,0.2737430167597766,0.1746987951807229,0.16265060240963855,0.20454545454545459,0.23863636363636367,0.24431818181818185,0.2093023255813954,0.1437125748502994,0.05921052631578946
36897,0.4804469273743017,0.022900763358778626,0.05970149253731343,0.676056338028169,0.880794701986755,0.2588235294117647,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0963855421686747,0.7267080745341614,0.0,0.4184397163120568,0.75,0.44525547445255476,0.2781065088757396,0.5747126436781609,0.16571428571428573,0.14035087719298245,0.12643678160919541,0.12000000000000002,0.10919540229885058,0.07692307692307693,0.22602739726027396,0.1347517730496454,1.0,0.16326530612244897,0.032894736842105254,0.03401360544217685,1.0,1.0,1.0,1.0,1.0,0.4804469273743017,1.0,1.0,1.0,0.11173184357541902,1.0,0.788888888888889,0.0,1.0,0.3475177304964539,1.0,0.06818181818181818,1.0,0.9999999999999999,0.45569620253164556,0.12500000000000003,0.06802721088435373,0.007142857142857145,0.0,1.0,0.24074074074074073,0.0,0.9285714285714286,0.4090909090909091,0.10674157303370785,0.03164556962025317,0.8579881656804733,0.0,1.0,0.0,0.0,0.8324022346368716,0.8132530120481929,0.2530120481927711,0.2613636363636364,0.17613636363636365,0.08522727272727276,0.04651162790697677,0.029940119760479028,0.02631578947368421
49117,0.2458100558659218,0.0,0.0,0.0,0.013245033112582794,0.36470588235294116,0.27472527472527475,0.0,0.0,0.0,0.2896174863387978,0.2896174863387978,0.1607142857142857,0.22674418604651164,0.0,0.0,0.0,0.0,0.0,0.054216867469879526,0.2608695652173913,0.0,0.028368794326241148,0.020833333333333343,0.014598540145985398,0.10059171597633135,0.2988505747126437,0.24000000000000002,0.17543859649122806,0.20114942528735633,0.24571428571428572,0.38505747126436785,0.5857988165680473,0.0,0.0,0.25555555555555554,0.0,0.0,0.0,0.020833333333333343,0.27472527472527475,0.2342857142857143,0.16568047337278108,0.14723926380368096,0.2458100558659218,0.25555555555555554,0.25555555555555554,0.2752808988764045,0.28491620111731847,0.28089887640449435,0.2388888888888889,0.0,0.3136094674556213,0.0,0.0,0.0,0.0,0.0,0.09493670886075949,0.35795454545454547,0.040816326530612235,0.01428571428571429,0.0,0.25555555555555554,0.1728395061728395,0.29605263157894735,0.3571428571428571,0.12337662337662338,0.2640449438202247,0.01265822784810125,0.24260355029585798,0.0,0.1695906432748538,0.0,0.006329113924050639,0.2011173184357542,0.30120481927710846,0.22891566265060243,0.21022727272727276,0.20454545454545459,0.17613636363636365,0.14534883720930236,0.16766467065868262,0.10526315789473684
16495,0.12849162011173187,0.0,0.0,0.0,0.006622516556291397,0.03529411764705881,0.14285714285714288,0.00746268656716418,0.0,0.0,0.1366120218579235,0.12568306010928962,0.13690476190476192,0.17441860465116282,0.0,0.0,0.0,0.0,0.0,0.1325301204819277,0.0124223602484472,0.0,0.04255319148936171,0.0763888888888889,0.0437956204379562,0.041420118343195256,0.09770114942528735,0.13714285714285715,0.12280701754385964,0.15517241379310345,0.17714285714285716,0.16091954022988506,0.1893491124260355,0.02054794520547945,0.0,0.1388888888888889,0.020408163265306117,0.0394736842105263,0.054421768707482984,0.04166666666666667,0.14285714285714288,0.1142857142857143,0.15976331360946744,0.11042944785276074,0.12849162011173187,0.1388888888888889,0.1388888888888889,0.14606741573033705,0.2011173184357542,0.14606741573033705,0.1388888888888889,0.0,0.08284023668639054,0.0,0.0,0.0,0.0,0.0,0.01265822784810125,0.09090909090909094,0.06122448979591835,0.021428571428571436,0.0,0.1388888888888889,0.10493827160493827,0.032894736842105254,0.0654761904761905,0.03246753246753245,0.15730337078651685,0.03797468354430378,0.08875739644970415,0.0,0.12280701754385964,0.0,0.01898734177215189,0.1675977653631285,0.0783132530120482,0.16265060240963855,0.17045454545454547,0.15909090909090912,0.13636363636363638,0.13953488372093026,0.08383233532934131,0.02631578947368421
10467,0.03351955307262572,0.0,0.0,0.0,0.006622516556291397,0.011764705882352927,0.03296703296703296,0.0,0.0,0.0,0.03278688524590162,0.038251366120218566,0.005952380952380959,0.01744186046511631,0.0,0.0,0.007692307692307693,0.022900763358778626,0.030534351145038167,0.01807228915662651,0.0248447204968944,0.0,0.007092198581560294,0.013888888888888895,0.014598540145985398,0.041420118343195256,0.022988505747126436,0.05714285714285716,0.023391812865497075,0.017241379310344807,0.005714285714285727,0.0,0.0,0.0,0.0,0.02777777777777779,0.054421768707482984,0.0394736842105263,0.0476190476190476,0.0,0.03296703296703296,0.022857142857142854,0.005917159763313612,0.012269938650306733,0.03351955307262572,0.02777777777777779,0.02777777777777779,0.02808988764044945,0.02234636871508383,0.02808988764044945,0.02777777777777779,0.0,0.011834319526627224,0.0,0.02580645161290321,0.0,0.0,0.0,0.006329113924050639,0.02840909090909094,0.0,0.0,0.0,0.02777777777777779,0.024691358024691357,0.0,0.035714285714285726,0.0,0.0337078651685393,0.08860759493670885,0.023668639053254448,0.0,0.017543859649122806,0.0,0.08860759493670885,0.03351955307262572,0.01204819277108432,0.01204819277108432,0.017045454545454586,0.022727272727272763,0.09090909090909094,0.05813953488372095,0.0119760479041916,0.006578947368421045
59726,0.005586592178770944,0.0,0.0,0.0,0.013245033112582794,0.011764705882352927,0.0054945054945055305,0.0,0.0,0.0,0.005464480874316946,0.005464480874316946,0.005952380952380959,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0248447204968944,0.0,0.007092198581560294,0.0069444444444444475,0.0,0.011834319526627224,0.011494252873563204,0.005714285714285727,0.005847953216374269,0.005747126436781602,0.0,0.0,0.0,0.0,0.007092198581560294,0.011111111111111127,0.006802721088435354,0.0,0.006802721088435354,0.0069444444444444475,0.0054945054945055305,0.0,0.011834319526627224,0.006134969325153367,0.005586592178770944,0.011111111111111127,0.011111111111111127,0.005617977528089846,0.005586592178770944,0.005617977528089846,0.005555555555555536,0.014388489208633101,0.011834319526627224,0.0,0.02580645161290321,0.0,0.0,0.0136986301369863,0.025316455696202528,0.005681818181818232,0.0,0.0,0.0,0.011111111111111127,0.018518518518518517,0.0,0.005952380952380959,0.0,0.011235955056179747,0.01265822784810125,0.023668639053254448,0.0,0.005847953216374269,0.0,0.0,0.044692737430167606,0.01807228915662651,0.00602409638554216,0.005681818181818232,0.0,0.005681818181818232,0.011627906976744207,0.0059880239520958,0.0
35741,0.03910614525139666,0.0,0.0,0.0,0.01986754966887419,0.06470588235294117,0.03846153846153849,0.0,0.0,0.0,0.038251366120218566,0.04918032786885246,0.005952380952380959,0.011627906976744207,0.0,0.0,0.015384615384615385,0.022900763358778626,0.03816793893129771,0.03012048192771083,0.0248447204968944,0.0,0.09929078014184398,0.0069444444444444475,0.007299270072992692,0.05325443786982248,0.03448275862068967,0.07428571428571429,0.023391812865497075,0.011494252873563204,0.005714285714285727,0.005747126436781602,0.011834319526627224,0.00684931506849315,0.007092198581560294,0.033333333333333326,0.006802721088435354,0.04605263157894736,0.03401360544217685,0.0,0.03846153846153849,0.017142857142857182,0.005917159763313612,0.012269938650306733,0.03910614525139666,0.033333333333333326,0.033333333333333326,0.0337078651685393,0.027932960893854775,0.02808988764044945,0.03888888888888886,0.0,0.017751479289940836,0.0,0.051612903225806445,0.0,0.0,0.0,0.050632911392405056,0.06250000000000003,0.0,0.0,0.0,0.033333333333333326,0.024691358024691357,0.006578947368421045,0.029761904761904767,0.006493506493506496,0.02247191011235955,0.06962025316455694,0.029585798816568032,0.0,0.011695906432748537,0.0,0.10759493670886075,0.044692737430167606,0.03012048192771083,0.01807228915662651,0.08522727272727276,0.1306818181818182,0.034090909090909116,0.03488372093023259,0.0119760479041916,0.006578947368421045
2011,0.5083798882681565,0.0,0.0,0.0,0.40397350993377484,1.0,0.5274725274725275,0.0,0.007092198581560294,0.007092198581560294,0.639344262295082,0.644808743169399,0.38095238095238093,0.436046511627907,0.0,0.0,0.0,0.0,0.0,0.01204819277108432,0.9999999999999999,0.0,0.07801418439716312,0.027777777777777776,0.014598540145985398,0.9289940828402368,0.38505747126436785,0.8057142857142858,0.8830409356725146,0.867816091954023,0.5885714285714285,0.40229885057471265,0.2544378698224852,0.00684931506849315,0.0,0.5722222222222222,0.5306122448979591,0.0394736842105263,0.12925170068027209,0.013888888888888895,0.5274725274725275,0.4228571428571429,0.4378698224852071,0.294478527607362,0.5083798882681565,0.5722222222222222,0.5722222222222222,0.6123595505617978,0.547486033519553,0.601123595505618,0.5888888888888889,0.03597122302158273,0.3431952662721893,0.0,0.9741935483870968,0.0,0.0,0.0958904109589041,1.0,0.8295454545454546,0.054421768707482984,0.01428571428571429,0.0,0.5722222222222222,0.5246913580246914,0.375,0.42261904761904756,0.11038961038961038,0.7247191011235954,0.5379746835443038,0.5739644970414202,0.0,0.38011695906432746,0.0,0.06329113924050633,0.6759776536312849,0.3614457831325302,0.6265060240963856,0.7443181818181819,0.4375,0.875,1.0,0.041916167664670656,0.006578947368421045
39430,0.10614525139664807,0.0,0.0,0.0,0.006622516556291397,0.04117647058823529,0.2252747252747253,0.0,0.0,0.0,0.21857923497267762,0.1912568306010929,0.24404761904761904,0.32558139534883723,0.0,0.0,0.0,0.0,0.0,0.45783132530120485,0.0,0.0,0.04964539007092199,0.0625,0.029197080291970795,0.05917159763313609,0.33333333333333337,0.16000000000000003,0.11695906432748537,0.11494252873563218,0.13714285714285715,0.28735632183908044,0.34911242603550297,0.0,0.0,0.2277777777777778,0.0,0.0,0.0,0.0,0.2252747252747253,0.2285714285714286,0.15976331360946744,0.294478527607362,0.10614525139664807,0.2277777777777778,0.2277777777777778,0.24157303370786515,0.20670391061452514,0.23595505617977525,0.16666666666666666,0.0,0.39644970414201186,0.0,0.0,0.0,0.0,0.0,0.01265822784810125,0.07386363636363638,0.8503401360544218,0.1142857142857143,0.015267175572519083,0.2277777777777778,0.2901234567901234,0.19736842105263155,0.5119047619047619,0.10389610389610389,0.16292134831460672,0.050632911392405056,0.40828402366863903,0.0,0.2222222222222222,0.0,0.0,0.4301675977653632,0.37349397590361444,0.37349397590361444,0.12500000000000003,0.05681818181818185,0.06250000000000003,0.1046511627906977,0.047904191616766456,0.019736842105263136
26623,0.1899441340782123,0.0,0.0,0.014084507042253516,0.45695364238410596,0.4588235294117647,0.07142857142857145,0.0,0.021276595744680854,0.021276595744680854,0.22950819672131148,0.21311475409836067,0.3392857142857143,0.2674418604651163,0.0,0.0,0.0,0.0,0.0,0.06626506024096385,0.6149068322981366,0.0,0.021276595744680854,0.034722222222222224,0.021897810218978096,0.39644970414201186,0.3275862068965517,0.2742857142857143,0.19298245614035087,0.20114942528735633,0.17142857142857143,0.13218390804597702,0.07100591715976332,0.10273972602739725,0.19858156028368795,0.2611111111111111,0.8231292517006803,0.9407894736842105,0.24489795918367346,0.0,0.07142857142857145,0.24000000000000002,0.3136094674556213,0.3312883435582822,0.1899441340782123,0.2611111111111111,0.2611111111111111,0.2752808988764045,0.1675977653631285,0.2640449438202247,0.21666666666666667,0.08633093525179857,0.28402366863905326,0.03546099290780143,0.29032258064516125,0.0,0.0,0.40410958904109584,0.7721518987341771,0.18750000000000003,0.0,0.0,0.0,0.2611111111111111,0.10493827160493827,0.3289473684210526,0.38690476190476186,0.06493506493506493,0.2640449438202247,0.43670886075949367,0.3136094674556213,0.0,0.39766081871345027,0.06716417910447761,0.5063291139240507,0.0,0.30722891566265065,0.20481927710843373,0.3465909090909091,0.3125,0.3693181818181819,0.05813953488372095,0.2155688622754491,0.04605263157894736
32830,0.2905027932960894,0.0,0.0,0.0,0.01986754966887419,0.22352941176470587,0.2802197802197803,0.0,0.0,0.0,0.3005464480874317,0.28415300546448086,0.17261904761904762,0.313953488372093,0.0,0.0,0.0,0.0,0.0,0.3614457831325302,0.062111801242236,0.0,0.04255319148936171,0.027777777777777776,0.014598540145985398,0.0650887573964497,0.16091954022988506,0.28,0.2222222222222222,0.3045977011494253,0.3942857142857143,0.40804597701149425,0.5266272189349113,0.0136986301369863,0.0,0.26666666666666666,0.2312925170068027,0.256578947368421,0.0748299319727891,0.027777777777777776,0.2802197802197803,0.21714285714285717,0.16568047337278108,0.1656441717791411,0.2905027932960894,0.26666666666666666,0.26666666666666666,0.28651685393258425,0.46368715083798884,0.297752808988764,0.3055555555555556,0.0,0.1242603550295858,0.0,0.0,0.0,0.0,0.0,0.07594936708860758,0.3125,0.03401360544217685,0.02857142857142858,0.0,0.26666666666666666,0.19135802469135801,0.05263157894736842,0.08928571428571427,0.07142857142857142,0.3876404494382022,0.050632911392405056,0.1834319526627219,0.0,0.21637426900584794,0.0,0.01265822784810125,0.21787709497206706,0.12048192771084337,0.28313253012048195,0.4090909090909091,0.3920454545454546,0.34090909090909094,0.3081395348837209,0.20359281437125748,0.07236842105263157
7896,0.0,0.0,0.0,0.0,0.006622516556291397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380959,0.005813953488372103,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0062111801242235865,0.0,0.014184397163120574,0.0069444444444444475,0.0,0.0,0.0,0.0,0.0,0.005747126436781602,0.0,0.0,0.0,0.0,0.0,0.005555555555555536,0.0,0.0,0.006802721088435354,0.0,0.0,0.0,0.011834319526627224,0.006134969325153367,0.0,0.005555555555555536,0.005555555555555536,0.0,0.0,0.0,0.0,0.0,0.005917159763313612,1.0,0.019354838709677413,0.0,0.0,0.0,0.006329113924050639,0.005681818181818232,0.0,0.0,0.0,0.005555555555555536,0.006172839506172839,0.0,0.0,0.0,0.005617977528089846,0.0,0.005917159763313612,0.0,0.0,0.0,0.0,0.0,0.00602409638554216,0.0,0.0,0.0,0.005681818181818232,0.0,0.0,0.0
34257,0.20670391061452514,0.0,0.0,0.0,0.006622516556291397,0.08823529411764705,0.2142857142857143,0.0,0.0,0.0,0.23497267759562843,0.22950819672131148,0.11309523809523811,0.19767441860465118,0.0,0.0,0.0,0.0,0.0,0.06626506024096385,0.16149068322981364,0.0,0.04964539007092199,0.04166666666666667,0.0364963503649635,0.04733727810650887,0.22988505747126436,0.18285714285714288,0.15204678362573099,0.20114942528735633,0.26285714285714284,0.28160919540229884,0.3313609467455621,0.0,0.0,0.20555555555555555,0.020408163265306117,0.22368421052631576,0.013605442176870736,0.027777777777777776,0.2142857142857143,0.18857142857142858,0.10650887573964496,0.1165644171779141,0.20670391061452514,0.20555555555555555,0.20555555555555555,0.2191011235955056,0.25139664804469275,0.2247191011235955,0.20555555555555555,0.0,0.1952662721893491,0.0,0.0,0.0,0.0,0.0,0.01265822784810125,0.1647727272727273,0.054421768707482984,0.021428571428571436,0.0,0.20555555555555555,0.16666666666666666,0.07236842105263157,0.17857142857142858,0.07142857142857142,0.24719101123595505,0.03797468354430378,0.17751479289940827,0.0,0.1695906432748538,0.0,0.04430379746835442,0.2905027932960894,0.1927710843373494,0.16265060240963855,0.22159090909090912,0.24431818181818185,0.2272727272727273,0.22093023255813954,0.14970059880239522,0.06578947368421051
21345,0.13966480446927376,0.0,0.0,0.0,0.006622516556291397,0.00588235294117645,0.16483516483516486,0.03731343283582089,0.0,0.0,0.14754098360655737,0.11475409836065575,0.16666666666666666,0.2732558139534884,0.0,0.0,0.0,0.0,0.0,0.27710843373493976,0.0,0.0,0.028368794326241148,0.034722222222222224,0.014598540145985398,0.08284023668639054,0.15517241379310345,0.18857142857142858,0.14619883040935672,0.14942528735632185,0.13142857142857145,0.10919540229885058,0.1242603550295858,0.0,0.0,0.15555555555555556,0.006802721088435354,0.0,0.0,0.027777777777777776,0.16483516483516486,0.19428571428571428,0.11242603550295857,0.20245398773006135,0.13966480446927376,0.15555555555555556,0.15555555555555556,0.16292134831460672,0.17318435754189948,0.1685393258426966,0.16111111111111112,0.0,0.1242603550295858,0.0,0.0,0.0,0.0,0.0,0.006329113924050639,0.10227272727272729,0.03401360544217685,0.01428571428571429,0.0,0.15555555555555556,0.11728395061728394,0.05921052631578946,0.18452380952380953,0.07142857142857142,0.1685393258426966,0.0,0.20710059171597633,0.0,0.2046783625730994,0.0,0.0,0.17318435754189948,0.12048192771084337,0.18674698795180722,0.21590909090909094,0.18750000000000003,0.18181818181818185,0.13953488372093026,0.09580838323353291,0.032894736842105254
24720,0.5754189944134078,0.0,0.0,0.0,0.10596026490066227,0.5705882352941176,0.5164835164835165,0.0,0.0,0.0,0.5300546448087432,0.5245901639344263,0.25595238095238093,0.38953488372093026,0.0,0.0,0.0,0.0,0.0,0.572289156626506,0.0062111801242235865,0.0,0.08510638297872342,0.020833333333333343,0.007299270072992692,0.42011834319526625,0.2988505747126437,0.5714285714285714,0.3157894736842105,0.41379310344827586,0.5542857142857143,0.6379310344827587,0.7159763313609467,0.0410958904109589,0.0,0.4555555555555556,0.013605442176870736,0.01315789473684209,0.027210884353741485,0.04166666666666667,0.521978021978022,0.3657142857142857,0.3136094674556213,0.1901840490797546,0.5754189944134078,0.4555555555555556,0.4555555555555556,0.4887640449438202,0.6871508379888269,0.5,0.5166666666666667,0.0,0.1952662721893491,0.0,0.0,0.0,0.0,0.0273972602739726,0.2974683544303797,0.6363636363636365,0.06802721088435373,0.03571428571428572,0.0,0.4555555555555556,0.4629629629629629,0.04605263157894736,0.1488095238095238,0.07142857142857142,0.4382022471910112,0.025316455696202528,0.3668639053254438,0.0,0.3508771929824561,0.0,0.03164556962025317,0.6592178770949721,0.1927710843373494,0.30722891566265065,0.46590909090909094,0.5681818181818182,0.5227272727272727,0.47674418604651164,0.4311377245508982,0.21710526315789472
